0.375671,0.333943,0.1321,0.428484,-42.468,0
0.262737,0.393768,0.100341,0.416034,-45.8958,0
0.378681,0.329927,0.133116,0.428686,-42.1258,0
0.264597,0.392907,0.101019,0.416487,-45.9697,0
0.34393,0.370493,0.122768,0.422738,-42.6828,0
0.260617,0.394933,0.099565,0.415454,-45.8617,0
0.37907,0.331744,0.133168,0.426972,-42.2502,0
0.268251,0.378001,0.102143,0.419058,-45.9488,0
0.365817,0.355945,0.129012,0.42604,-42.4169,0
0.256175,0.411242,0.0982674,0.40996,-45.0852,0
0.353538,0.386574,0.125522,0.419891,-41.3873,0
0.260563,0.387653,0.0996271,0.416739,-46.2889,0
0.357083,0.381208,0.126556,0.423696,-42.0525,0
0.261919,0.394507,0.100276,0.413665,-44.6151,0
0.336364,0.345175,0.120851,0.423746,-42.6779,0
0.258873,0.409891,0.0993228,0.408927,-44.924,0
0.363284,0.317503,0.129137,0.42919,-43.1767,0
0.258335,0.426263,0.0989009,0.410515,-43.9357,0
0.402048,0.306365,0.140071,0.430979,-42.6782,0
0.253405,0.437241,0.0972284,0.407969,-45.0365,0
0.377852,0.315721,0.133233,0.432264,-42.9249,0
0.260564,0.428657,0.0996358,0.410943,-45.2817,0
0.383082,0.310944,0.134774,0.432491,-42.2005,0
0.263444,0.405805,0.100519,0.41495,-46.0314,0
0.384992,0.298012,0.134818,0.432668,-42.8789,0
0.267097,0.371675,0.101673,0.420646,-46.8824,0
0.395601,0.291406,0.13821,0.433852,-42.9321,0
0.262383,0.390302,0.0999677,0.417672,-46.7668,0
0.407171,0.306481,0.141586,0.434885,-42.555,0
0.262932,0.393522,0.100351,0.416261,-46.1833,0
0.401642,0.287673,0.139596,0.43791,-43.8152,0
0.271054,0.372745,0.102913,0.424552,-47.0368,0
0.391137,0.28928,0.136903,0.434507,-43.5286,0
0.269137,0.392458,0.102133,0.423292,-47.0717,0
0.425209,0.28948,0.146528,0.436776,-42.4705,0
0.267315,0.372451,0.101817,0.41936,-46.6287,0
0.405465,0.307301,0.141124,0.434381,-42.789,0
0.263972,0.389273,0.100542,0.418856,-45.3898,0
0.392358,0.312661,0.137383,0.431357,-42.4887,0
0.267658,0.373228,0.10163,0.420998,-46.4585,0
0.391274,0.292518,0.137034,0.435087,-42.6638,0
0.255301,0.420959,0.0972483,0.413967,-47.258,0
0.380345,0.2926,0.133822,0.43602,-43.6356,0
0.264765,0.396038,0.100746,0.413589,-46.5382,0
0.357108,0.300939,0.127033,0.433071,-44.4022,0
0.264608,0.414929,0.100574,0.414421,-46.3845,0
0.341763,0.321845,0.122682,0.428635,-43.3702,0
0.254276,0.452265,0.0974064,0.405852,-44.9514,0
0.358967,0.324784,0.127646,0.430122,-43.884,0
0.262017,0.432009,0.100016,0.408095,-44.4083,0
0.373224,0.311509,0.13181,0.431836,-43.6773,0
0.262035,0.41083,0.0998761,0.415227,-46.1565,0
0.37796,0.32848,0.133138,0.431786,-43.1851,0
0.262299,0.414292,0.100067,0.414597,-45.9063,0
0.378967,0.318493,0.133527,0.433373,-44.0795,0
0.256961,0.421465,0.0983009,0.412354,-45.9284,0
0.348852,0.315934,0.125015,0.430626,-44.1823,0
0.263675,0.402053,0.100361,0.416714,-46.7063,0
0.369903,0.309613,0.13081,0.433877,-44.2287,0
0.271592,0.398853,0.10275,0.415378,-46.5856,0
0.332498,0.350051,0.119814,0.425737,-43.3241,0
0.270954,0.379697,0.102401,0.418151,-47.7459,0
0.366535,0.327765,0.129922,0.427728,-42.3246,0
0.264433,0.407035,0.100041,0.414421,-47.5705,0
0.350801,0.354133,0.125035,0.426342,-43.3419,0
0.281062,0.370086,0.105516,0.419461,-47.4744,0
0.358101,0.32021,0.127571,0.428182,-43.5274,0
0.297898,0.358761,0.110813,0.425207,-47.5159,0
0.350253,0.334041,0.125061,0.42798,-42.9566,0
0.29621,0.38139,0.110062,0.419209,-46.3344,0
0.379148,0.335344,0.133583,0.428005,-42.2955,0
0.301053,0.374011,0.111347,0.41999,-47.4656,0
0.359614,0.33559,0.128147,0.426317,-42.6536,0
0.305808,0.37454,0.112757,0.420519,-46.6672,0
0.337249,0.344722,0.121834,0.427199,-43.1687,0
0.292334,0.414223,0.108041,0.419335,-47.9108,0
0.321645,0.341767,0.117028,0.426065,-44.5197,0
0.298637,0.385726,0.110284,0.422107,-47.7956,0
0.332519,0.339299,0.119922,0.426569,-44.1643,0
0.312802,0.334992,0.114662,0.425988,-48.7093,0
0.342427,0.313737,0.122889,0.434028,-45.2588,0
0.334127,0.34418,0.1206,0.429214,-47.8768,0
0.341458,0.325312,0.122391,0.430248,-45.3036,0
0.315777,0.364776,0.115094,0.423266,-47.6385,0
0.343454,0.34526,0.123269,0.427476,-43.5368,0
0.310583,0.388677,0.11349,0.419335,-47.1367,0
0.337862,0.343829,0.121185,0.425712,-44.5236,0
0.307773,0.37857,0.113312,0.41994,-47.1561,0
0.342258,0.357162,0.123422,0.424225,-42.8635,0
0.289724,0.390978,0.10787,0.417924,-47.0699,0
0.329668,0.355915,0.119747,0.421201,-42.999,0
0.290414,0.398827,0.107647,0.417319,-47.5444,0
0.323511,0.33839,0.117971,0.426065,-44.0706,0
0.318822,0.328122,0.116331,0.429012,-49.028,0
0.336246,0.344963,0.121306,0.425535,-43.5652,0
0.30707,0.359831,0.113006,0.422762,-47.209,0
0.335389,0.351126,0.120519,0.426266,-44.0915,0
0.310789,0.368376,0.11436,0.422183,-47.2774,0
0.325097,0.365763,0.118018,0.421478,-43.7845,0
0.328028,0.356407,0.119312,0.424224,-47.6837,0
0.348716,0.333576,0.124932,0.43108,-43.8305,0
0.301941,0.397017,0.111323,0.415151,-47.0254,0
0.335427,0.359973,0.121003,0.424225,-43.4746,0
0.293074,0.43197,0.108822,0.410212,-46.5784,0
0.332463,0.319284,0.120164,0.429139,-44.7368,0
0.312575,0.389991,0.114797,0.415076,-46.7451,0
0.352831,0.320266,0.126189,0.42987,-43.4562,0
0.334609,0.376024,0.12152,0.41994,-46.6489,0
0.3664,0.335781,0.130055,0.428232,-43.3595,0
0.328249,0.390473,0.119641,0.418604,-45.807,0
0.35918,0.295532,0.128228,0.434457,-44.6965,0
0.309087,0.385476,0.113666,0.419839,-47.061,0
0.352385,0.346186,0.126269,0.427955,-43.0509,0
0.318463,0.338336,0.116709,0.428685,-47.8577,0
0.364438,0.321834,0.129397,0.431357,-43.7515,0
0.331262,0.336568,0.120118,0.426996,-48.3273,0
0.356966,0.33352,0.127074,0.428535,-44.0932,0
0.329168,0.366766,0.119331,0.421855,-47.6593,0
0.369547,0.334884,0.130621,0.430273,-44.1337,0
0.320894,0.379082,0.116835,0.423659,-47.9845,0
0.355361,0.313802,0.127134,0.432037,-44.4871,0
